datetime,temperature,Componente
2024-09-11T03:07:07.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T04:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T05:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T06:07:07.000Z,62.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T07:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T08:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T09:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T10:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T11:07:07.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T12:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T13:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T14:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T15:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T16:07:07.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T17:07:07.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T18:07:07.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T19:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T20:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T21:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T22:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-11T23:07:07.000Z,60.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T00:07:07.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T01:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T02:07:07.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T03:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T04:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T05:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T06:07:07.000Z,62.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T07:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T08:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T09:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T10:07:07.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T11:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T12:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T13:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T14:07:07.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T15:07:07.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T16:07:07.000Z,75.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T17:07:07.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T18:07:07.000Z,77.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T19:07:07.000Z,78.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T20:07:07.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T21:07:07.000Z,77.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T22:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-12T23:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T00:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T01:07:07.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T02:07:07.000Z,77.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T03:07:07.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T04:07:07.000Z,75.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T05:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T06:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T07:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T08:07:07.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T09:07:07.000Z,73.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T10:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T11:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T12:07:07.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T13:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T14:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T15:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T16:07:07.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T17:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T18:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T19:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T20:07:07.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T21:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T22:07:07.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-13T23:07:07.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T00:07:07.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T01:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T02:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T03:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T04:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T05:07:07.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T06:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T07:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T08:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T09:07:07.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T10:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T11:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T12:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T13:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T14:07:07.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T15:07:07.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T16:07:07.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T17:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T18:07:07.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T19:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T20:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T21:07:07.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T22:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-14T23:07:07.000Z,73.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T00:07:07.000Z,75.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T01:07:07.000Z,78.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T02:07:07.000Z,75.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T03:07:07.000Z,73.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T04:07:07.000Z,73.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T05:07:07.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T06:07:07.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T07:07:07.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T08:07:07.000Z,55.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T09:07:07.000Z,48.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T10:07:07.000Z,42.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T11:07:07.000Z,41.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T12:07:07.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T13:07:07.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T14:07:07.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T15:07:07.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T16:38:25.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T17:08:25.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T18:08:25.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T19:08:25.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T20:08:25.000Z,54.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T21:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T22:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-15T23:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T00:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T01:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T02:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T03:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T04:08:25.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T05:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T06:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T07:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T08:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T09:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T10:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T11:08:25.000Z,62.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T12:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T13:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T14:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T15:08:25.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T16:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T17:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T18:08:25.000Z,76.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T19:08:25.000Z,77.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T20:08:25.000Z,77.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T21:08:25.000Z,73.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T22:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-16T23:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T00:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T01:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T02:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T03:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T04:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T05:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T06:08:25.000Z,57.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T07:08:25.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T08:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T09:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T10:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T11:08:25.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T12:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T13:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T14:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T15:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T16:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T17:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T18:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T19:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T20:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T21:08:25.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T22:08:25.000Z,62.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-17T23:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T00:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T01:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T02:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T03:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T04:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T05:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T06:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T07:08:25.000Z,57.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T08:08:25.000Z,49.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T09:08:25.000Z,44.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T10:08:25.000Z,43.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T11:08:25.000Z,42.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T12:08:25.000Z,56.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T13:08:25.000Z,56.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T14:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T15:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T16:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T17:08:25.000Z,62.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T18:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T19:08:25.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T20:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T21:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T22:08:25.000Z,59.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-18T23:08:25.000Z,52.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T00:08:25.000Z,48.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T01:08:25.000Z,44.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T02:08:25.000Z,39.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T03:08:25.000Z,38.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T04:08:25.000Z,36.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T05:08:25.000Z,34.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T06:08:25.000Z,33.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T07:08:25.000Z,32.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T08:08:25.000Z,32.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T09:08:25.000Z,31.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T10:08:25.000Z,30.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T11:08:25.000Z,40.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T12:08:25.000Z,47.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T13:08:25.000Z,51.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T14:08:25.000Z,55.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T15:08:25.000Z,60.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T16:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T17:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T18:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T19:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T20:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T21:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T22:08:25.000Z,62.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-19T23:08:25.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T00:08:25.000Z,69.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T01:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T02:08:25.000Z,70.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T03:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T04:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T05:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T06:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T07:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T08:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T09:08:25.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T10:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T11:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T12:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T13:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T14:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T15:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T16:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T17:08:25.000Z,68.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T18:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T19:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T20:08:25.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T21:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T22:08:25.000Z,60.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-20T23:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T00:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T01:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T02:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T03:08:25.000Z,74.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T04:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T05:08:25.000Z,72.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T06:08:25.000Z,71.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T07:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T08:08:25.000Z,63.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T09:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T10:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T11:08:25.000Z,67.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T12:08:25.000Z,66.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T13:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T14:08:25.000Z,64.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T15:08:25.000Z,65.0,EM3401 102B0450 Redutor de Giro Frontal
2024-09-21T16:08:25.000Z,61.0,EM3401 102B0450 Redutor de Giro Frontal
